protocol,success,hops,messages,match_error,utility,ttl,episode
Epidemic,0,10,64,,0.0,10,99
Epidemic,0,10,69,,0.0,10,100
Epidemic,0,10,55,,0.0,10,101
Epidemic,0,10,0,,0.0,10,102
Epidemic,0,10,0,,0.0,10,103
Epidemic,1,8,21,0.9540832104789478,0.4496802704843891,10,104
Epidemic,0,10,27,,0.0,10,105
Epidemic,0,10,81,,0.0,10,106
Epidemic,1,1,9,0.9687680083053385,0.8593288668428897,10,107
Epidemic,0,10,3,,0.0,10,108
Epidemic,1,7,23,0.7893075701219981,0.46489119474291063,10,109
Epidemic,1,0,1,0.9073350017267707,0.99,10,110
Epidemic,0,10,81,,0.0,10,111
Epidemic,0,10,22,,0.0,10,112
Epidemic,1,3,33,0.9798145906979763,0.5255591903710184,10,113
Epidemic,0,10,75,,0.0,10,114
Epidemic,0,10,55,,0.0,10,115
Epidemic,1,4,39,0.6289201223034563,0.42220703671193893,10,116
Epidemic,1,4,16,0.751448430060847,0.6522070367119389,10,117
Epidemic,1,6,54,0.3985903809414518,0.1919815282283126,10,118
Epidemic,0,10,60,,0.0,10,119
Epidemic,0,10,75,,0.0,10,120
Epidemic,0,10,66,,0.0,10,121
Epidemic,0,10,55,,0.0,10,122
Epidemic,0,10,76,,0.0,10,123
Epidemic,0,10,38,,0.0,10,124
Epidemic,0,10,60,,0.0,10,125
Epidemic,0,10,69,,0.0,10,126
Epidemic,1,9,50,0.9963780675507937,0.12625352365755604,10,127
Epidemic,1,4,17,0.8410238801432841,0.6422070367119389,10,128
Epidemic,0,10,52,,0.0,10,129
Epidemic,0,10,0,,0.0,10,130
Epidemic,0,10,88,,0.0,10,131
Epidemic,0,10,27,,0.0,10,132
Epidemic,0,10,60,,0.0,10,133
Epidemic,0,10,81,,0.0,10,134
Epidemic,1,2,7,0.4912244895080254,0.8312252974212047,10,135
Epidemic,0,10,0,,0.0,10,136
Epidemic,0,10,55,,0.0,10,137
Epidemic,0,10,52,,0.0,10,138
Epidemic,0,10,65,,0.0,10,139
Epidemic,1,9,64,0.6522499340533546,0.0,10,140
Epidemic,1,6,18,0.7866672265109007,0.5519815282283127,10,141
Epidemic,0,10,3,,0.0,10,142
Epidemic,0,10,60,,0.0,10,143
Epidemic,0,10,69,,0.0,10,144
Epidemic,1,1,4,0.9913273189790949,0.9093288668428896,10,145
Epidemic,0,10,0,,0.0,10,146
Epidemic,0,10,72,,0.0,10,147
Epidemic,1,10,56,0.9063742004252673,0.034520547970194215,10,148
Epidemic,0,10,38,,0.0,10,149
Epidemic,0,10,0,,0.0,10,150
Epidemic,1,0,1,0.7050561749911182,0.99,10,151
Epidemic,0,10,60,,0.0,10,152
Epidemic,0,10,3,,0.0,10,153
Epidemic,0,10,3,,0.0,10,154
Epidemic,1,2,9,0.6941719803684172,0.8112252974212047,10,155
Epidemic,0,10,78,,0.0,10,156
Epidemic,0,10,65,,0.0,10,157
Epidemic,0,10,55,,0.0,10,158
Epidemic,1,7,21,0.6549269689028606,0.48489119474291065,10,159
Epidemic,1,5,56,0.9154213256641106,0.2110515858035663,10,160
Epidemic,1,7,54,0.6989340640006231,0.15489119474291058,10,161
Epidemic,0,10,22,,0.0,10,162
Epidemic,0,10,77,,0.0,10,163
Epidemic,1,2,28,0.7126386747424851,0.6212252974212047,10,164
Epidemic,1,3,42,0.8809325605322218,0.4355591903710185,10,165
Epidemic,1,7,68,0.5274368208051197,0.014891194742910563,10,166
Epidemic,0,10,77,,0.0,10,167
Epidemic,0,10,22,,0.0,10,168
Epidemic,1,3,34,0.9987122366268343,0.5155591903710184,10,169
Epidemic,1,4,35,0.9138723771601261,0.4622070367119389,10,170
Epidemic,0,10,58,,0.0,10,171
Epidemic,1,6,45,0.5539880482141029,0.28198152822831263,10,172
Epidemic,1,4,23,0.8999664920589615,0.582207036711939,10,173
Epidemic,0,10,0,,0.0,10,174
Epidemic,1,3,42,0.8657408351568423,0.4355591903710185,10,175
Epidemic,0,10,60,,0.0,10,176
Epidemic,1,8,60,0.8774438256613719,0.059680270484389064,10,177
Epidemic,1,9,58,0.8635809192673205,0.046253523657556084,10,178
Epidemic,1,4,18,0.9765892492800522,0.632207036711939,10,179
Epidemic,0,10,47,,0.0,10,180
Epidemic,0,10,73,,0.0,10,181
Epidemic,1,4,52,0.9216868260467153,0.29220703671193893,10,182
Epidemic,0,10,22,,0.0,10,183
Epidemic,0,10,74,,0.0,10,184
Epidemic,0,10,47,,0.0,10,185
Epidemic,1,9,21,0.9673258805620821,0.4162535236575561,10,186
Epidemic,0,10,81,,0.0,10,187
Epidemic,0,10,22,,0.0,10,188
Epidemic,0,10,69,,0.0,10,189
Epidemic,0,10,88,,0.0,10,190
Epidemic,1,8,39,0.9972191987276585,0.26968027048438903,10,191
Epidemic,1,10,59,0.9878402357711745,0.0045205479701943,10,192
Epidemic,0,10,76,,0.0,10,193
Epidemic,0,10,72,,0.0,10,194
Epidemic,0,10,60,,0.0,10,195
Epidemic,0,10,81,,0.0,10,196
Epidemic,0,10,27,,0.0,10,197
Epidemic,0,10,72,,0.0,10,198
Epidemic,0,10,77,,0.0,10,199
Epidemic,0,20,88,,0.0,20,0
Epidemic,1,3,34,0.8951579307600926,0.5155591903710184,20,1
Epidemic,0,20,3,,0.0,20,2
Epidemic,0,20,88,,0.0,20,3
Epidemic,0,20,88,,0.0,20,4
Epidemic,0,20,88,,0.0,20,5
Epidemic,0,20,3,,0.0,20,6
Epidemic,0,20,88,,0.0,20,7
Epidemic,0,20,88,,0.0,20,8
Epidemic,0,20,88,,0.0,20,9
Epidemic,1,8,77,0.9705588497693695,0.0,20,10
Epidemic,1,11,73,0.8083831366912575,0.0,20,11
Epidemic,1,2,29,0.6738425843893505,0.6112252974212047,20,12
Epidemic,0,20,88,,0.0,20,13
Epidemic,0,20,88,,0.0,20,14
Epidemic,1,0,1,0.8044997794830582,0.99,20,15
Epidemic,0,20,88,,0.0,20,16
Epidemic,1,5,53,0.7446501130367223,0.24105158580356634,20,17
Epidemic,0,20,88,,0.0,20,18
Epidemic,0,20,88,,0.0,20,19
Epidemic,0,20,88,,0.0,20,20
Epidemic,0,20,88,,0.0,20,21
Epidemic,1,2,12,0.9327140624360037,0.7812252974212047,20,22
Epidemic,0,20,88,,0.0,20,23
Epidemic,0,20,88,,0.0,20,24
Epidemic,0,20,88,,0.0,20,25
Epidemic,0,20,0,,0.0,20,26
Epidemic,0,20,88,,0.0,20,27
Epidemic,0,20,88,,0.0,20,28
Epidemic,0,20,88,,0.0,20,29
Epidemic,0,20,88,,0.0,20,30
Epidemic,1,1,9,0.8650213874657807,0.8593288668428897,20,31
Epidemic,0,20,88,,0.0,20,32
Epidemic,0,20,88,,0.0,20,33
Epidemic,1,4,24,0.8279773056376605,0.572207036711939,20,34
Epidemic,1,4,44,0.9569625982093259,0.37220703671193894,20,35
Epidemic,1,3,44,0.5560621046716581,0.41555919037101846,20,36
Epidemic,0,20,88,,0.0,20,37
Epidemic,1,9,61,0.9318593106013588,0.016253523657556057,20,38
Epidemic,0,20,88,,0.0,20,39
Epidemic,0,20,1,,0.0,20,40
Epidemic,0,20,88,,0.0,20,41
Epidemic,0,20,88,,0.0,20,42
Epidemic,0,20,88,,0.0,20,43
Epidemic,0,20,88,,0.0,20,44
Epidemic,0,20,88,,0.0,20,45
Epidemic,1,7,54,0.4932905254727865,0.15489119474291058,20,46
Epidemic,1,6,43,0.4826042648854112,0.30198152822831265,20,47
Epidemic,0,20,0,,0.0,20,48
Epidemic,0,20,88,,0.0,20,49
Epidemic,0,20,88,,0.0,20,50
Epidemic,0,20,88,,0.0,20,51
Epidemic,0,20,88,,0.0,20,52
Epidemic,1,11,55,0.9230604964176797,0.014395518119358242,20,53
Epidemic,0,20,88,,0.0,20,54
Epidemic,1,6,45,0.6275354252194905,0.28198152822831263,20,55
Epidemic,0,20,88,,0.0,20,56
Epidemic,1,6,14,0.9161092706345882,0.5919815282283126,20,57
Epidemic,0,20,88,,0.0,20,58
Epidemic,1,7,58,0.9464586987621468,0.11489119474291065,20,59
Epidemic,0,20,88,,0.0,20,60
Epidemic,1,4,43,0.9165241187345994,0.38220703671193895,20,61
Epidemic,1,4,40,0.941631713329128,0.4122070367119389,20,62
Epidemic,0,20,88,,0.0,20,63
Epidemic,0,20,88,,0.0,20,64
Epidemic,0,20,88,,0.0,20,65
Epidemic,0,20,88,,0.0,20,66
Epidemic,1,2,23,0.9005587180234962,0.6712252974212047,20,67
Epidemic,1,5,54,0.7827888728523451,0.23105158580356633,20,68
Epidemic,1,1,15,0.9555828548449554,0.7993288668428896,20,69
Epidemic,0,20,88,,0.0,20,70
Epidemic,1,8,62,0.6758198599464286,0.039680270484389046,20,71
Epidemic,0,20,88,,0.0,20,72
Epidemic,1,2,7,0.8938297614649109,0.8312252974212047,20,73
Epidemic,0,20,88,,0.0,20,74
Epidemic,1,7,61,0.7467149452988413,0.08489119474291063,20,75
Epidemic,0,20,88,,0.0,20,76
Epidemic,1,11,85,0.9436064743676266,0.0,20,77
Epidemic,0,20,88,,0.0,20,78
Epidemic,0,20,0,,0.0,20,79
Epidemic,0,20,88,,0.0,20,80
Epidemic,0,20,88,,0.0,20,81
Epidemic,0,20,88,,0.0,20,82
Epidemic,0,20,88,,0.0,20,83
Epidemic,0,20,88,,0.0,20,84
Epidemic,0,20,0,,0.0,20,85
Epidemic,0,20,88,,0.0,20,86
Epidemic,1,4,40,0.8776522806303297,0.4122070367119389,20,87
Epidemic,1,10,79,0.9476584039050424,0.0,20,88
Epidemic,0,20,88,,0.0,20,89
Epidemic,1,11,61,0.9648479397741615,0.0,20,90
Epidemic,0,20,3,,0.0,20,91
Epidemic,1,11,79,0.9315029729945332,0.0,20,92
Epidemic,1,9,61,0.9346441761085833,0.016253523657556057,20,93
Epidemic,1,9,56,0.9664995026807752,0.06625352365755599,20,94
Epidemic,1,8,45,0.8719557820650904,0.20968027048438903,20,95
Epidemic,0,20,3,,0.0,20,96
Epidemic,0,20,88,,0.0,20,97
Epidemic,1,2,25,0.866857982727596,0.6512252974212047,20,98
Epidemic,0,20,88,,0.0,20,99
Epidemic,1,14,85,0.8352266890387466,0.0,20,100
Epidemic,1,7,74,0.7902695201861132,0.0,20,101
Epidemic,0,20,88,,0.0,20,102
Epidemic,0,20,88,,0.0,20,103
Epidemic,0,20,88,,0.0,20,104
Epidemic,0,20,0,,0.0,20,105
Epidemic,1,2,6,0.49649352122738544,0.8412252974212047,20,106
Epidemic,0,20,88,,0.0,20,107
Epidemic,1,6,47,0.4897723044650975,0.2619815282283126,20,108
Epidemic,0,20,88,,0.0,20,109
Epidemic,0,20,88,,0.0,20,110
Epidemic,1,3,18,0.5805170120128947,0.6755591903710185,20,111
Epidemic,1,4,13,0.8202792380662702,0.6822070367119389,20,112
Epidemic,0,20,88,,0.0,20,113
Epidemic,0,20,88,,0.0,20,114
Epidemic,1,9,21,0.9160290584503736,0.4162535236575561,20,115
Epidemic,0,20,88,,0.0,20,116
Epidemic,1,4,48,0.9735832256171153,0.33220703671193896,20,117
Epidemic,0,20,88,,0.0,20,118
Epidemic,0,20,88,,0.0,20,119
Epidemic,0,20,88,,0.0,20,120
Epidemic,0,20,88,,0.0,20,121
Epidemic,0,20,88,,0.0,20,122
Epidemic,0,20,88,,0.0,20,123
Epidemic,0,20,88,,0.0,20,124
Epidemic,1,7,49,0.944670722820198,0.20489119474291062,20,125
Epidemic,0,20,88,,0.0,20,126
Epidemic,1,12,88,0.8706721030982433,0.0,20,127
Epidemic,0,20,88,,0.0,20,128
Epidemic,1,7,60,0.9647647429555504,0.09489119474291063,20,129
Epidemic,1,6,58,0.8119181909272021,0.15198152822831268,20,130
Epidemic,1,9,73,0.8724259121546525,0.0,20,131
Epidemic,0,20,88,,0.0,20,132
Epidemic,0,20,88,,0.0,20,133
Epidemic,1,8,77,0.9078418076122428,0.0,20,134
Epidemic,1,4,18,0.7337580048802342,0.632207036711939,20,135
Epidemic,1,15,85,0.11903473233319128,0.0,20,136
Epidemic,1,8,55,0.8288716804334169,0.109680270484389,20,137
Epidemic,0,20,88,,0.0,20,138
Epidemic,0,20,3,,0.0,20,139
Epidemic,0,20,88,,0.0,20,140
Epidemic,0,20,88,,0.0,20,141
Epidemic,1,1,12,0.8612272512870913,0.8293288668428896,20,142
Epidemic,1,10,57,0.9623608806631274,0.024520547970194206,20,143
Epidemic,0,20,88,,0.0,20,144
Epidemic,1,4,16,0.9826148026937911,0.6522070367119389,20,145
Epidemic,0,20,88,,0.0,20,146
Epidemic,0,20,88,,0.0,20,147
Epidemic,0,20,88,,0.0,20,148
Epidemic,0,20,3,,0.0,20,149
Epidemic,1,3,14,0.8896840827207111,0.7155591903710184,20,150
Epidemic,0,20,3,,0.0,20,151
Epidemic,1,7,54,0.6444847248092985,0.15489119474291058,20,152
Epidemic,1,9,74,0.6083469475279427,0.0,20,153
Epidemic,1,3,45,0.5382982510885098,0.40555919037101845,20,154
Epidemic,1,9,61,0.7407693110754858,0.016253523657556057,20,155
Epidemic,0,20,0,,0.0,20,156
Epidemic,0,20,88,,0.0,20,157
Epidemic,1,18,85,0.8188556382665652,0.0,20,158
Epidemic,1,4,52,0.42575432364262544,0.29220703671193893,20,159
Epidemic,0,20,88,,0.0,20,160
Epidemic,0,20,88,,0.0,20,161
Epidemic,0,20,88,,0.0,20,162
Epidemic,0,20,88,,0.0,20,163
Epidemic,0,20,0,,0.0,20,164
Epidemic,0,20,88,,0.0,20,165
Epidemic,0,20,88,,0.0,20,166
Epidemic,0,20,88,,0.0,20,167
Epidemic,0,20,88,,0.0,20,168
Epidemic,0,20,88,,0.0,20,169
Epidemic,0,20,88,,0.0,20,170
Epidemic,1,1,16,0.86911616640972,0.7893288668428896,20,171
Epidemic,0,20,88,,0.0,20,172
Epidemic,0,20,88,,0.0,20,173
Epidemic,0,20,88,,0.0,20,174
Epidemic,1,8,43,0.8427547655291427,0.22968027048438905,20,175
Epidemic,1,8,54,0.372079021166282,0.119680270484389,20,176
Epidemic,0,20,88,,0.0,20,177
Epidemic,0,20,0,,0.0,20,178
Epidemic,1,13,85,0.9969733911727547,0.0,20,179
Epidemic,0,20,88,,0.0,20,180
Epidemic,1,6,70,0.8805642918885486,0.03198152822831257,20,181
Epidemic,1,2,28,0.8799131930473321,0.6212252974212047,20,182
Epidemic,1,11,74,0.5458581382231664,0.0,20,183
Epidemic,0,20,88,,0.0,20,184
Epidemic,0,20,88,,0.0,20,185
Epidemic,0,20,88,,0.0,20,186
Epidemic,0,20,88,,0.0,20,187
Epidemic,1,2,27,0.5561225200195024,0.6312252974212047,20,188
Epidemic,0,20,0,,0.0,20,189
Epidemic,0,20,88,,0.0,20,190
Epidemic,1,16,77,0.9686997598690612,0.0,20,191
Epidemic,1,5,43,0.8878982742665338,0.34105158580356637,20,192
Epidemic,0,20,88,,0.0,20,193
Epidemic,0,20,88,,0.0,20,194
Epidemic,1,7,47,0.8319287484413904,0.22489119474291058,20,195
Epidemic,0,20,0,,0.0,20,196
Epidemic,1,7,70,0.9527752535818999,0.0,20,197
Epidemic,0,20,88,,0.0,20,198
Epidemic,0,20,88,,0.0,20,199
Epidemic,0,30,88,,0.0,30,0
Epidemic,0,30,88,,0.0,30,1
Epidemic,0,30,88,,0.0,30,2
Epidemic,0,30,88,,0.0,30,3
Epidemic,0,30,88,,0.0,30,4
Epidemic,1,0,1,0.9736596415810059,0.99,30,5
Epidemic,0,30,0,,0.0,30,6
Epidemic,1,6,30,0.9992455223297201,0.43198152822831265,30,7
Epidemic,0,30,88,,0.0,30,8
Epidemic,1,3,31,0.9878477854819352,0.5455591903710184,30,9
Epidemic,1,0,1,0.9936951497262059,0.99,30,10
Epidemic,0,30,3,,0.0,30,11
Epidemic,0,30,0,,0.0,30,12
Epidemic,0,30,88,,0.0,30,13
Epidemic,1,12,76,0.8092133690638849,0.0,30,14
Epidemic,1,7,60,0.8265087962338626,0.09489119474291063,30,15
Epidemic,0,30,88,,0.0,30,16
Epidemic,0,30,88,,0.0,30,17
Epidemic,0,30,88,,0.0,30,18
Epidemic,0,30,88,,0.0,30,19
Epidemic,0,30,88,,0.0,30,20
Epidemic,1,8,45,0.9007853339563876,0.20968027048438903,30,21
Epidemic,0,30,88,,0.0,30,22
Epidemic,0,30,0,,0.0,30,23
Epidemic,1,4,43,0.7244653820556283,0.38220703671193895,30,24
Epidemic,0,30,88,,0.0,30,25
Epidemic,1,13,85,0.9457074270946147,0.0,30,26
Epidemic,0,30,0,,0.0,30,27
Epidemic,0,30,88,,0.0,30,28
Epidemic,0,30,0,,0.0,30,29
Epidemic,0,30,88,,0.0,30,30
Epidemic,0,30,88,,0.0,30,31
Epidemic,0,30,0,,0.0,30,32
Epidemic,1,5,18,0.8769419324104653,0.5910515858035663,30,33
Epidemic,1,4,35,0.8558927802811903,0.4622070367119389,30,34
Epidemic,1,3,10,0.7852374723274351,0.7555591903710185,30,35
Epidemic,1,11,89,0.9574718862562009,0.0,30,36
Epidemic,1,1,11,0.983440632979733,0.8393288668428897,30,37
Epidemic,0,30,88,,0.0,30,38
Epidemic,1,4,11,0.5650925925548422,0.702207036711939,30,39
Epidemic,0,30,88,,0.0,30,40
Epidemic,0,30,88,,0.0,30,41
Epidemic,0,30,88,,0.0,30,42
Epidemic,0,30,3,,0.0,30,43
Epidemic,0,30,3,,0.0,30,44
Epidemic,0,30,88,,0.0,30,45
Epidemic,0,30,88,,0.0,30,46
Epidemic,1,9,73,0.6805030257439373,0.0,30,47
Epidemic,0,30,88,,0.0,30,48
Epidemic,0,30,88,,0.0,30,49
Epidemic,1,8,73,0.8751534324325752,0.0,30,50
Epidemic,0,30,88,,0.0,30,51
Epidemic,1,4,46,0.5679474057248337,0.3522070367119389,30,52
Epidemic,0,30,0,,0.0,30,53
Epidemic,1,3,35,0.9883969276970275,0.5055591903710184,30,54
Epidemic,0,30,88,,0.0,30,55
Epidemic,0,30,88,,0.0,30,56
Epidemic,0,30,88,,0.0,30,57
Epidemic,1,2,16,0.5425952557529308,0.7412252974212047,30,58
Epidemic,0,30,88,,0.0,30,59
Epidemic,1,9,75,0.9352365887653395,0.0,30,60
Epidemic,0,30,88,,0.0,30,61
Epidemic,0,30,88,,0.0,30,62
Epidemic,1,5,47,0.3091919449259339,0.30105158580356634,30,63
Epidemic,0,30,88,,0.0,30,64
Epidemic,0,30,88,,0.0,30,65
Epidemic,0,30,88,,0.0,30,66
Epidemic,0,30,88,,0.0,30,67
Epidemic,0,30,3,,0.0,30,68
Epidemic,1,5,40,0.7039712597981486,0.37105158580356634,30,69
Epidemic,0,30,88,,0.0,30,70
Epidemic,1,2,15,0.16462591132024618,0.7512252974212047,30,71
Epidemic,0,30,88,,0.0,30,72
Epidemic,0,30,88,,0.0,30,73
Epidemic,0,30,88,,0.0,30,74
Epidemic,0,30,88,,0.0,30,75
Epidemic,0,30,0,,0.0,30,76
Epidemic,1,16,85,0.8585025002119707,0.0,30,77
Epidemic,0,30,3,,0.0,30,78
Epidemic,0,30,88,,0.0,30,79
Epidemic,0,30,88,,0.0,30,80
Epidemic,1,12,61,0.9907085289284637,0.0,30,81
Epidemic,0,30,88,,0.0,30,82
Epidemic,1,8,60,0.9736750558069556,0.059680270484389064,30,83
Epidemic,0,30,88,,0.0,30,84
Epidemic,0,30,0,,0.0,30,85
Epidemic,0,30,88,,0.0,30,86
Epidemic,0,30,88,,0.0,30,87
Epidemic,0,30,88,,0.0,30,88
Epidemic,0,30,88,,0.0,30,89
Epidemic,0,30,88,,0.0,30,90
Epidemic,0,30,88,,0.0,30,91
Epidemic,0,30,88,,0.0,30,92
Epidemic,0,30,88,,0.0,30,93
Epidemic,0,30,88,,0.0,30,94
Epidemic,0,30,88,,0.0,30,95
Epidemic,1,8,56,0.9331290456604712,0.09968027048438899,30,96
Epidemic,0,30,88,,0.0,30,97
Epidemic,1,2,26,0.9669996687520563,0.6412252974212047,30,98
Epidemic,0,30,88,,0.0,30,99
Epidemic,1,2,13,0.3637621778587119,0.7712252974212047,30,100
Epidemic,0,30,88,,0.0,30,101
Epidemic,1,5,18,0.9862167804312031,0.5910515858035663,30,102
Epidemic,0,30,88,,0.0,30,103
Epidemic,0,30,88,,0.0,30,104
Epidemic,0,30,88,,0.0,30,105
Epidemic,0,30,88,,0.0,30,106
Epidemic,0,30,0,,0.0,30,107
Epidemic,1,4,36,0.942994777314256,0.45220703671193896,30,108
Epidemic,0,30,3,,0.0,30,109
Epidemic,0,30,88,,0.0,30,110
Epidemic,0,30,3,,0.0,30,111
Epidemic,0,30,88,,0.0,30,112
Epidemic,1,13,86,0.2599894071169827,0.0,30,113
Epidemic,1,3,42,0.847456806731796,0.4355591903710185,30,114
Epidemic,0,30,88,,0.0,30,115
Epidemic,1,5,43,0.9302630481469234,0.34105158580356637,30,116
Epidemic,0,30,88,,0.0,30,117
Epidemic,0,30,88,,0.0,30,118
Epidemic,0,30,88,,0.0,30,119
Epidemic,0,30,88,,0.0,30,120
Epidemic,0,30,88,,0.0,30,121
Epidemic,1,2,5,0.8530240036405732,0.8512252974212047,30,122
Epidemic,1,2,28,0.7748253163813845,0.6212252974212047,30,123
Epidemic,0,30,88,,0.0,30,124
Epidemic,1,9,60,0.9109108206573264,0.026253523657556066,30,125
Epidemic,1,3,37,0.7741305572468153,0.48555919037101847,30,126
Epidemic,0,30,88,,0.0,30,127
Epidemic,0,30,88,,0.0,30,128
Epidemic,0,30,88,,0.0,30,129
Epidemic,0,30,0,,0.0,30,130
Epidemic,1,11,55,0.9912920462800778,0.014395518119358242,30,131
Epidemic,0,30,88,,0.0,30,132
Epidemic,0,30,88,,0.0,30,133
Epidemic,0,30,88,,0.0,30,134
Epidemic,1,5,46,0.9663333110316945,0.31105158580356634,30,135
Epidemic,0,30,88,,0.0,30,136
Epidemic,0,30,88,,0.0,30,137
Epidemic,1,1,8,0.9856414205950117,0.8693288668428897,30,138
Epidemic,1,10,60,0.47051329312112417,0.0,30,139
Epidemic,0,30,88,,0.0,30,140
Epidemic,1,11,61,0.880704729097173,0.0,30,141
Epidemic,0,30,88,,0.0,30,142
Epidemic,0,30,88,,0.0,30,143
Epidemic,0,30,88,,0.0,30,144
Epidemic,0,30,88,,0.0,30,145
Epidemic,0,30,3,,0.0,30,146
Epidemic,1,2,25,0.684266907870139,0.6512252974212047,30,147
Epidemic,0,30,88,,0.0,30,148
Epidemic,1,7,54,0.856167687777744,0.15489119474291058,30,149
Epidemic,1,6,43,0.6817268403560037,0.30198152822831265,30,150
Epidemic,0,30,88,,0.0,30,151
Epidemic,1,14,61,0.6356020838574588,0.0,30,152
Epidemic,1,13,76,0.834266253539786,0.0,30,153
Epidemic,1,8,43,0.7912600436781669,0.22968027048438905,30,154
Epidemic,0,30,88,,0.0,30,155
Epidemic,0,30,88,,0.0,30,156
Epidemic,0,30,88,,0.0,30,157
Epidemic,0,30,88,,0.0,30,158
