protocol,success,hops,messages,match_error,utility,N,ttl,epsilon,alpha,metric,seed
Epidemic,1,0,1,1.4718431336189997,0.99,200,20,1.5,0.01,l1,13966
RandomWalk,1,18,19,1.442060670061529,0.202193475893505,200,20,1.5,0.01,l1,13966
Heuristic-MADTSR,1,2,3,1.3361186290108686,0.8712252974212047,200,20,1.5,0.01,l1,13966
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,13966
Epidemic,1,0,1,1.4718431336189997,0.99,200,30,1.5,0.01,l1,13966
RandomWalk,0,17,17,,0.0,200,30,1.5,0.01,l1,13966
Heuristic-MADTSR,1,2,3,1.3361186290108686,0.8712252974212047,200,30,1.5,0.01,l1,13966
RL-MADTSR,0,21,21,,0.0,200,30,1.5,0.01,l1,13966
Epidemic,1,0,1,1.4718431336189997,0.99,200,40,1.5,0.01,l1,13966
RandomWalk,0,7,7,,0.0,200,40,1.5,0.01,l1,13966
Heuristic-MADTSR,1,2,3,1.3361186290108686,0.8712252974212047,200,40,1.5,0.01,l1,13966
RL-MADTSR,0,21,21,,0.0,200,40,1.5,0.01,l1,13966
Epidemic,1,8,88,0.9741364562811436,0.0,200,10,1.5,0.01,l1,3584
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,3584
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,3584
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,3584
Epidemic,1,8,88,0.9741364562811436,0.0,200,20,1.5,0.01,l1,3584
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,3584
Heuristic-MADTSR,1,12,13,1.4870694800557815,0.40579695766745594,200,20,1.5,0.01,l1,3584
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,3584
Epidemic,1,8,88,0.9741364562811436,0.0,200,30,1.5,0.01,l1,3584
RandomWalk,0,30,30,,0.0,200,30,1.5,0.01,l1,3584
Heuristic-MADTSR,0,1,1,,0.0,200,30,1.5,0.01,l1,3584
RL-MADTSR,0,23,23,,0.0,200,30,1.5,0.01,l1,3584
Epidemic,1,8,88,0.9741364562811436,0.0,200,40,1.5,0.01,l1,3584
RandomWalk,0,22,22,,0.0,200,40,1.5,0.01,l1,3584
Heuristic-MADTSR,0,19,19,,0.0,200,40,1.5,0.01,l1,3584
RL-MADTSR,0,23,23,,0.0,200,40,1.5,0.01,l1,3584
Epidemic,1,2,29,1.4610780830612968,0.6112252974212047,200,10,1.5,0.01,l1,93802
RandomWalk,0,5,5,,0.0,200,10,1.5,0.01,l1,93802
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,93802
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,93802
Epidemic,1,2,29,1.4610780830612968,0.6112252974212047,200,20,1.5,0.01,l1,93802
RandomWalk,0,15,15,,0.0,200,20,1.5,0.01,l1,93802
Heuristic-MADTSR,1,9,10,1.4389960704416584,0.5262535236575561,200,20,1.5,0.01,l1,93802
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,93802
Epidemic,1,2,29,1.4610780830612968,0.6112252974212047,200,30,1.5,0.01,l1,93802
RandomWalk,0,5,5,,0.0,200,30,1.5,0.01,l1,93802
Heuristic-MADTSR,1,4,5,1.4389960704416584,0.7622070367119389,200,30,1.5,0.01,l1,93802
RL-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,93802
Epidemic,1,2,29,1.4610780830612968,0.6112252974212047,200,40,1.5,0.01,l1,93802
RandomWalk,0,16,16,,0.0,200,40,1.5,0.01,l1,93802
Heuristic-MADTSR,1,11,12,1.4389960704416584,0.4443955181193583,200,40,1.5,0.01,l1,93802
RL-MADTSR,0,40,40,,0.0,200,40,1.5,0.01,l1,93802
Epidemic,1,2,16,1.3480211138054035,0.7412252974212047,200,10,1.5,0.01,l1,95977
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,95977
Heuristic-MADTSR,1,6,7,1.1705917283111171,0.6619815282283126,200,10,1.5,0.01,l1,95977
RL-MADTSR,0,7,7,,0.0,200,10,1.5,0.01,l1,95977
Epidemic,1,2,16,1.3480211138054035,0.7412252974212047,200,20,1.5,0.01,l1,95977
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,95977
Heuristic-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,95977
RL-MADTSR,0,7,7,,0.0,200,20,1.5,0.01,l1,95977
Epidemic,1,2,16,1.3480211138054035,0.7412252974212047,200,30,1.5,0.01,l1,95977
RandomWalk,0,30,30,,0.0,200,30,1.5,0.01,l1,95977
Heuristic-MADTSR,1,24,25,0.7014369939326559,0.037078379845701614,200,30,1.5,0.01,l1,95977
RL-MADTSR,0,7,7,,0.0,200,30,1.5,0.01,l1,95977
Epidemic,1,2,16,1.3480211138054035,0.7412252974212047,200,40,1.5,0.01,l1,95977
RandomWalk,0,39,39,,0.0,200,40,1.5,0.01,l1,95977
Heuristic-MADTSR,0,11,11,,0.0,200,40,1.5,0.01,l1,95977
RL-MADTSR,0,7,7,,0.0,200,40,1.5,0.01,l1,95977
Epidemic,1,2,38,1.4817433100789743,0.5212252974212047,200,10,1.5,0.01,l1,73925
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,73925
Heuristic-MADTSR,1,6,7,0.9257947725136073,0.6619815282283126,200,10,1.5,0.01,l1,73925
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,73925
Epidemic,1,2,38,1.4817433100789743,0.5212252974212047,200,20,1.5,0.01,l1,73925
RandomWalk,0,7,7,,0.0,200,20,1.5,0.01,l1,73925
Heuristic-MADTSR,1,5,6,0.9257947725136073,0.7110515858035664,200,20,1.5,0.01,l1,73925
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,73925
Epidemic,1,2,38,1.4817433100789743,0.5212252974212047,200,30,1.5,0.01,l1,73925
RandomWalk,0,8,8,,0.0,200,30,1.5,0.01,l1,73925
Heuristic-MADTSR,1,5,6,0.9257947725136073,0.7110515858035664,200,30,1.5,0.01,l1,73925
RL-MADTSR,1,21,22,1.4331381978044506,0.11554473270424262,200,30,1.5,0.01,l1,73925
Epidemic,1,2,38,1.4817433100789743,0.5212252974212047,200,40,1.5,0.01,l1,73925
RandomWalk,0,21,21,,0.0,200,40,1.5,0.01,l1,73925
Heuristic-MADTSR,1,5,6,0.9257947725136073,0.7110515858035664,200,40,1.5,0.01,l1,73925
RL-MADTSR,1,21,22,1.4331381978044506,0.11554473270424262,200,40,1.5,0.01,l1,73925
Epidemic,1,2,10,1.2354135027876465,0.8012252974212047,200,10,1.5,0.01,l1,10300
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,10300
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,10300
RL-MADTSR,0,9,9,,0.0,200,10,1.5,0.01,l1,10300
Epidemic,1,2,10,1.2354135027876465,0.8012252974212047,200,20,1.5,0.01,l1,10300
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,10300
Heuristic-MADTSR,1,12,13,1.2416855949160162,0.40579695766745594,200,20,1.5,0.01,l1,10300
RL-MADTSR,0,9,9,,0.0,200,20,1.5,0.01,l1,10300
Epidemic,1,2,10,1.2354135027876465,0.8012252974212047,200,30,1.5,0.01,l1,10300
RandomWalk,0,30,30,,0.0,200,30,1.5,0.01,l1,10300
Heuristic-MADTSR,1,10,11,1.2416855949160162,0.4845205479701943,200,30,1.5,0.01,l1,10300
RL-MADTSR,0,9,9,,0.0,200,30,1.5,0.01,l1,10300
Epidemic,1,2,10,1.2354135027876465,0.8012252974212047,200,40,1.5,0.01,l1,10300
RandomWalk,0,23,23,,0.0,200,40,1.5,0.01,l1,10300
Heuristic-MADTSR,0,14,14,,0.0,200,40,1.5,0.01,l1,10300
RL-MADTSR,0,9,9,,0.0,200,40,1.5,0.01,l1,10300
Epidemic,1,5,47,1.2322300766663934,0.30105158580356634,200,10,1.5,0.01,l1,29365
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,29365
Heuristic-MADTSR,1,10,11,0.8596638097881698,0.4845205479701943,200,10,1.5,0.01,l1,29365
RL-MADTSR,1,1,2,1.2908876362597927,0.9293288668428896,200,10,1.5,0.01,l1,29365
Epidemic,1,5,47,1.2322300766663934,0.30105158580356634,200,20,1.5,0.01,l1,29365
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,29365
Heuristic-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,29365
RL-MADTSR,1,1,2,1.2908876362597927,0.9293288668428896,200,20,1.5,0.01,l1,29365
Epidemic,1,5,47,1.2322300766663934,0.30105158580356634,200,30,1.5,0.01,l1,29365
RandomWalk,1,15,16,0.657896136415326,0.2984060113052235,200,30,1.5,0.01,l1,29365
Heuristic-MADTSR,1,14,15,1.301065344388054,0.33287377253122963,200,30,1.5,0.01,l1,29365
RL-MADTSR,1,1,2,1.2908876362597927,0.9293288668428896,200,30,1.5,0.01,l1,29365
Epidemic,1,5,47,1.2322300766663934,0.30105158580356634,200,40,1.5,0.01,l1,29365
RandomWalk,0,8,8,,0.0,200,40,1.5,0.01,l1,29365
Heuristic-MADTSR,1,12,13,1.2108663937191775,0.40579695766745594,200,40,1.5,0.01,l1,29365
RL-MADTSR,1,1,2,1.2908876362597927,0.9293288668428896,200,40,1.5,0.01,l1,29365
Epidemic,1,0,1,1.129618098491151,0.99,200,10,1.5,0.01,l1,4107
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,4107
Heuristic-MADTSR,1,8,9,1.4067918906266954,0.5696802704843891,200,10,1.5,0.01,l1,4107
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,4107
Epidemic,1,0,1,1.129618098491151,0.99,200,20,1.5,0.01,l1,4107
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,4107
Heuristic-MADTSR,1,7,8,1.4067918906266954,0.6148911947429107,200,20,1.5,0.01,l1,4107
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,4107
Epidemic,1,0,1,1.129618098491151,0.99,200,30,1.5,0.01,l1,4107
RandomWalk,0,30,30,,0.0,200,30,1.5,0.01,l1,4107
Heuristic-MADTSR,1,7,8,1.4067918906266954,0.6148911947429107,200,30,1.5,0.01,l1,4107
RL-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,4107
Epidemic,1,0,1,1.129618098491151,0.99,200,40,1.5,0.01,l1,4107
RandomWalk,0,23,23,,0.0,200,40,1.5,0.01,l1,4107
Heuristic-MADTSR,1,6,7,1.4067918906266954,0.6619815282283126,200,40,1.5,0.01,l1,4107
RL-MADTSR,0,33,33,,0.0,200,40,1.5,0.01,l1,4107
Epidemic,1,8,131,1.493913945869398,0.0,200,10,1.5,0.01,l1,5124
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,5124
Heuristic-MADTSR,1,1,2,1.1386181840214487,0.9293288668428896,200,10,1.5,0.01,l1,5124
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,5124
Epidemic,1,8,131,1.493913945869398,0.0,200,20,1.5,0.01,l1,5124
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,5124
Heuristic-MADTSR,1,1,2,1.1386181840214487,0.9293288668428896,200,20,1.5,0.01,l1,5124
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,5124
Epidemic,1,8,131,1.493913945869398,0.0,200,30,1.5,0.01,l1,5124
RandomWalk,0,20,20,,0.0,200,30,1.5,0.01,l1,5124
Heuristic-MADTSR,1,1,2,1.1386181840214487,0.9293288668428896,200,30,1.5,0.01,l1,5124
RL-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,5124
Epidemic,1,8,131,1.493913945869398,0.0,200,40,1.5,0.01,l1,5124
RandomWalk,1,15,16,1.2370237644545012,0.2984060113052235,200,40,1.5,0.01,l1,5124
Heuristic-MADTSR,1,1,2,1.1386181840214487,0.9293288668428896,200,40,1.5,0.01,l1,5124
RL-MADTSR,0,40,40,,0.0,200,40,1.5,0.01,l1,5124
Epidemic,1,1,6,0.9079939889427855,0.8893288668428896,200,10,1.5,0.01,l1,24606
RandomWalk,1,0,1,1.1883844942010608,0.99,200,10,1.5,0.01,l1,24606
Heuristic-MADTSR,1,1,2,1.1132273035255191,0.9293288668428896,200,10,1.5,0.01,l1,24606
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,24606
Epidemic,1,1,6,0.9079939889427855,0.8893288668428896,200,20,1.5,0.01,l1,24606
RandomWalk,1,0,1,1.1883844942010608,0.99,200,20,1.5,0.01,l1,24606
Heuristic-MADTSR,1,2,3,1.1132273035255191,0.8712252974212047,200,20,1.5,0.01,l1,24606
RL-MADTSR,0,11,11,,0.0,200,20,1.5,0.01,l1,24606
Epidemic,1,1,6,0.9079939889427855,0.8893288668428896,200,30,1.5,0.01,l1,24606
RandomWalk,1,0,1,1.1883844942010608,0.99,200,30,1.5,0.01,l1,24606
Heuristic-MADTSR,1,1,2,1.1132273035255191,0.9293288668428896,200,30,1.5,0.01,l1,24606
RL-MADTSR,0,11,11,,0.0,200,30,1.5,0.01,l1,24606
Epidemic,1,1,6,0.9079939889427855,0.8893288668428896,200,40,1.5,0.01,l1,24606
RandomWalk,1,0,1,1.1883844942010608,0.99,200,40,1.5,0.01,l1,24606
Heuristic-MADTSR,1,1,2,1.1132273035255191,0.9293288668428896,200,40,1.5,0.01,l1,24606
RL-MADTSR,0,11,11,,0.0,200,40,1.5,0.01,l1,24606
Epidemic,1,2,29,0.8882689623557993,0.6112252974212047,200,10,1.5,0.01,l1,57214
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,57214
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,57214
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,57214
Epidemic,1,2,29,0.8882689623557993,0.6112252974212047,200,20,1.5,0.01,l1,57214
RandomWalk,1,12,13,1.168443527668541,0.40579695766745594,200,20,1.5,0.01,l1,57214
Heuristic-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,57214
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,57214
Epidemic,1,2,29,0.8882689623557993,0.6112252974212047,200,30,1.5,0.01,l1,57214
RandomWalk,0,11,11,,0.0,200,30,1.5,0.01,l1,57214
Heuristic-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,57214
RL-MADTSR,1,24,25,1.385821246347551,0.037078379845701614,200,30,1.5,0.01,l1,57214
Epidemic,1,2,29,0.8882689623557993,0.6112252974212047,200,40,1.5,0.01,l1,57214
RandomWalk,0,40,40,,0.0,200,40,1.5,0.01,l1,57214
Heuristic-MADTSR,0,8,8,,0.0,200,40,1.5,0.01,l1,57214
RL-MADTSR,1,24,25,1.385821246347551,0.037078379845701614,200,40,1.5,0.01,l1,57214
Epidemic,0,10,123,,0.0,200,10,1.5,0.01,l1,6553
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,6553
Heuristic-MADTSR,1,1,2,1.236278907068853,0.9293288668428896,200,10,1.5,0.01,l1,6553
RL-MADTSR,1,1,2,0.8421502469781194,0.9293288668428896,200,10,1.5,0.01,l1,6553
Epidemic,1,13,177,1.4345550996683065,0.0,200,20,1.5,0.01,l1,6553
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,6553
Heuristic-MADTSR,1,1,2,1.236278907068853,0.9293288668428896,200,20,1.5,0.01,l1,6553
RL-MADTSR,1,1,2,0.8421502469781194,0.9293288668428896,200,20,1.5,0.01,l1,6553
Epidemic,1,13,177,1.4345550996683065,0.0,200,30,1.5,0.01,l1,6553
RandomWalk,0,27,27,,0.0,200,30,1.5,0.01,l1,6553
Heuristic-MADTSR,1,1,2,1.236278907068853,0.9293288668428896,200,30,1.5,0.01,l1,6553
RL-MADTSR,1,1,2,0.8421502469781194,0.9293288668428896,200,30,1.5,0.01,l1,6553
Epidemic,1,13,177,1.4345550996683065,0.0,200,40,1.5,0.01,l1,6553
RandomWalk,0,38,38,,0.0,200,40,1.5,0.01,l1,6553
Heuristic-MADTSR,1,1,2,1.236278907068853,0.9293288668428896,200,40,1.5,0.01,l1,6553
RL-MADTSR,1,1,2,0.8421502469781194,0.9293288668428896,200,40,1.5,0.01,l1,6553
Epidemic,1,0,1,1.06165245721336,0.99,200,10,1.5,0.01,l1,98460
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,98460
Heuristic-MADTSR,1,1,2,1.288525079900313,0.9293288668428896,200,10,1.5,0.01,l1,98460
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,98460
Epidemic,1,0,1,1.06165245721336,0.99,200,20,1.5,0.01,l1,98460
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,98460
Heuristic-MADTSR,1,1,2,1.288525079900313,0.9293288668428896,200,20,1.5,0.01,l1,98460
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,98460
Epidemic,1,0,1,1.06165245721336,0.99,200,30,1.5,0.01,l1,98460
RandomWalk,0,14,14,,0.0,200,30,1.5,0.01,l1,98460
Heuristic-MADTSR,1,1,2,1.288525079900313,0.9293288668428896,200,30,1.5,0.01,l1,98460
RL-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,98460
Epidemic,1,0,1,1.06165245721336,0.99,200,40,1.5,0.01,l1,98460
RandomWalk,1,20,21,1.2491381125317358,0.14345468195878017,200,40,1.5,0.01,l1,98460
Heuristic-MADTSR,1,1,2,1.288525079900313,0.9293288668428896,200,40,1.5,0.01,l1,98460
RL-MADTSR,0,40,40,,0.0,200,40,1.5,0.01,l1,98460
Epidemic,1,3,60,1.309152862047377,0.2555591903710185,200,10,1.5,0.01,l1,45511
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,45511
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,45511
RL-MADTSR,0,7,7,,0.0,200,10,1.5,0.01,l1,45511
Epidemic,1,3,60,1.309152862047377,0.2555591903710185,200,20,1.5,0.01,l1,45511
RandomWalk,1,9,10,1.3068505012322251,0.5262535236575561,200,20,1.5,0.01,l1,45511
Heuristic-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,45511
RL-MADTSR,0,7,7,,0.0,200,20,1.5,0.01,l1,45511
Epidemic,1,3,60,1.309152862047377,0.2555591903710185,200,30,1.5,0.01,l1,45511
RandomWalk,1,9,10,1.280413346142283,0.5262535236575561,200,30,1.5,0.01,l1,45511
Heuristic-MADTSR,0,12,12,,0.0,200,30,1.5,0.01,l1,45511
RL-MADTSR,0,7,7,,0.0,200,30,1.5,0.01,l1,45511
Epidemic,1,3,60,1.309152862047377,0.2555591903710185,200,40,1.5,0.01,l1,45511
RandomWalk,1,17,18,1.3068505012322251,0.23312709387821823,200,40,1.5,0.01,l1,45511
Heuristic-MADTSR,1,37,38,1.421098741606309,0.0,200,40,1.5,0.01,l1,45511
RL-MADTSR,0,7,7,,0.0,200,40,1.5,0.01,l1,45511
Epidemic,1,7,156,1.47347425530559,0.0,200,10,1.5,0.01,l1,26384
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,26384
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,26384
RL-MADTSR,1,6,7,1.4306518208502943,0.6619815282283126,200,10,1.5,0.01,l1,26384
Epidemic,1,7,156,1.47347425530559,0.0,200,20,1.5,0.01,l1,26384
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,26384
Heuristic-MADTSR,1,16,17,1.3651514252446253,0.2651780592663566,200,20,1.5,0.01,l1,26384
RL-MADTSR,1,6,7,1.4306518208502943,0.6619815282283126,200,20,1.5,0.01,l1,26384
Epidemic,1,7,156,1.47347425530559,0.0,200,30,1.5,0.01,l1,26384
RandomWalk,0,30,30,,0.0,200,30,1.5,0.01,l1,26384
Heuristic-MADTSR,0,18,18,,0.0,200,30,1.5,0.01,l1,26384
RL-MADTSR,1,6,7,1.4306518208502943,0.6619815282283126,200,30,1.5,0.01,l1,26384
Epidemic,1,7,156,1.47347425530559,0.0,200,40,1.5,0.01,l1,26384
RandomWalk,0,21,21,,0.0,200,40,1.5,0.01,l1,26384
Heuristic-MADTSR,0,40,40,,0.0,200,40,1.5,0.01,l1,26384
RL-MADTSR,1,6,7,1.4306518208502943,0.6619815282283126,200,40,1.5,0.01,l1,26384
Epidemic,1,7,132,1.0847540916773657,0.0,200,10,1.5,0.01,l1,51608
RandomWalk,1,3,4,1.4063292418086801,0.8155591903710184,200,10,1.5,0.01,l1,51608
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,51608
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,51608
Epidemic,1,7,132,1.0847540916773657,0.0,200,20,1.5,0.01,l1,51608
RandomWalk,1,10,11,1.4063292418086801,0.4845205479701943,200,20,1.5,0.01,l1,51608
Heuristic-MADTSR,1,10,11,1.4470935236255038,0.4845205479701943,200,20,1.5,0.01,l1,51608
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,51608
Epidemic,1,7,132,1.0847540916773657,0.0,200,30,1.5,0.01,l1,51608
RandomWalk,0,25,25,,0.0,200,30,1.5,0.01,l1,51608
Heuristic-MADTSR,1,8,9,1.3603424605808725,0.5696802704843891,200,30,1.5,0.01,l1,51608
RL-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,51608
Epidemic,1,7,132,1.0847540916773657,0.0,200,40,1.5,0.01,l1,51608
RandomWalk,1,4,5,1.4115304156220985,0.7622070367119389,200,40,1.5,0.01,l1,51608
Heuristic-MADTSR,1,20,21,1.4470935236255038,0.14345468195878017,200,40,1.5,0.01,l1,51608
RL-MADTSR,0,34,34,,0.0,200,40,1.5,0.01,l1,51608
Epidemic,1,8,112,0.47529275128229864,0.0,200,10,1.5,0.01,l1,79015
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,79015
Heuristic-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,79015
RL-MADTSR,1,1,2,1.4749134242434776,0.9293288668428896,200,10,1.5,0.01,l1,79015
Epidemic,1,8,112,0.47529275128229864,0.0,200,20,1.5,0.01,l1,79015
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,79015
Heuristic-MADTSR,0,18,18,,0.0,200,20,1.5,0.01,l1,79015
RL-MADTSR,1,1,2,1.4749134242434776,0.9293288668428896,200,20,1.5,0.01,l1,79015
Epidemic,1,8,112,0.47529275128229864,0.0,200,30,1.5,0.01,l1,79015
RandomWalk,0,29,29,,0.0,200,30,1.5,0.01,l1,79015
Heuristic-MADTSR,1,30,31,0.5217533952765803,0.0,200,30,1.5,0.01,l1,79015
RL-MADTSR,1,1,2,1.4749134242434776,0.9293288668428896,200,30,1.5,0.01,l1,79015
Epidemic,1,8,112,0.47529275128229864,0.0,200,40,1.5,0.01,l1,79015
RandomWalk,0,17,17,,0.0,200,40,1.5,0.01,l1,79015
Heuristic-MADTSR,0,23,23,,0.0,200,40,1.5,0.01,l1,79015
RL-MADTSR,1,1,2,1.4749134242434776,0.9293288668428896,200,40,1.5,0.01,l1,79015
Epidemic,1,5,38,1.4510092505699774,0.39105158580356636,200,10,1.5,0.01,l1,31256
RandomWalk,1,9,10,1.2338028069405804,0.5262535236575561,200,10,1.5,0.01,l1,31256
Heuristic-MADTSR,1,1,2,1.4007765183435092,0.9293288668428896,200,10,1.5,0.01,l1,31256
RL-MADTSR,1,7,8,1.4990952756125442,0.6148911947429107,200,10,1.5,0.01,l1,31256
Epidemic,1,5,38,1.4510092505699774,0.39105158580356636,200,20,1.5,0.01,l1,31256
RandomWalk,0,7,7,,0.0,200,20,1.5,0.01,l1,31256
Heuristic-MADTSR,1,11,12,1.0697697605033523,0.4443955181193583,200,20,1.5,0.01,l1,31256
RL-MADTSR,1,7,8,1.4990952756125442,0.6148911947429107,200,20,1.5,0.01,l1,31256
Epidemic,1,5,38,1.4510092505699774,0.39105158580356636,200,30,1.5,0.01,l1,31256
RandomWalk,1,21,22,1.4480777544647339,0.11554473270424262,200,30,1.5,0.01,l1,31256
Heuristic-MADTSR,1,1,2,1.4007765183435092,0.9293288668428896,200,30,1.5,0.01,l1,31256
RL-MADTSR,1,7,8,1.4990952756125442,0.6148911947429107,200,30,1.5,0.01,l1,31256
Epidemic,1,5,38,1.4510092505699774,0.39105158580356636,200,40,1.5,0.01,l1,31256
RandomWalk,1,6,7,1.2987558811769793,0.6619815282283126,200,40,1.5,0.01,l1,31256
Heuristic-MADTSR,1,1,2,1.4007765183435092,0.9293288668428896,200,40,1.5,0.01,l1,31256
RL-MADTSR,1,7,8,1.4990952756125442,0.6148911947429107,200,40,1.5,0.01,l1,31256
Epidemic,1,5,120,1.367916834121269,0.0,200,10,1.5,0.01,l1,4751
RandomWalk,0,10,10,,0.0,200,10,1.5,0.01,l1,4751
Heuristic-MADTSR,1,2,3,1.209899145758619,0.8712252974212047,200,10,1.5,0.01,l1,4751
RL-MADTSR,1,1,2,1.0061264656010458,0.9293288668428896,200,10,1.5,0.01,l1,4751
Epidemic,1,5,120,1.367916834121269,0.0,200,20,1.5,0.01,l1,4751
RandomWalk,0,20,20,,0.0,200,20,1.5,0.01,l1,4751
Heuristic-MADTSR,1,2,3,1.209899145758619,0.8712252974212047,200,20,1.5,0.01,l1,4751
RL-MADTSR,1,1,2,1.0061264656010458,0.9293288668428896,200,20,1.5,0.01,l1,4751
Epidemic,1,5,120,1.367916834121269,0.0,200,30,1.5,0.01,l1,4751
RandomWalk,1,15,16,1.0491380254977516,0.2984060113052235,200,30,1.5,0.01,l1,4751
Heuristic-MADTSR,1,3,4,1.209899145758619,0.8155591903710184,200,30,1.5,0.01,l1,4751
RL-MADTSR,1,1,2,1.0061264656010458,0.9293288668428896,200,30,1.5,0.01,l1,4751
Epidemic,1,5,120,1.367916834121269,0.0,200,40,1.5,0.01,l1,4751
RandomWalk,0,24,24,,0.0,200,40,1.5,0.01,l1,4751
Heuristic-MADTSR,1,2,3,1.209899145758619,0.8712252974212047,200,40,1.5,0.01,l1,4751
RL-MADTSR,1,1,2,1.0061264656010458,0.9293288668428896,200,40,1.5,0.01,l1,4751
Epidemic,1,10,129,1.4744071515234725,0.0,200,10,1.5,0.01,l1,5096
RandomWalk,0,9,9,,0.0,200,10,1.5,0.01,l1,5096
Heuristic-MADTSR,1,2,3,1.4770315199110362,0.8712252974212047,200,10,1.5,0.01,l1,5096
RL-MADTSR,0,10,10,,0.0,200,10,1.5,0.01,l1,5096
Epidemic,1,10,140,1.4744071515234725,0.0,200,20,1.5,0.01,l1,5096
RandomWalk,1,5,6,1.3610411255940447,0.7110515858035664,200,20,1.5,0.01,l1,5096
Heuristic-MADTSR,1,2,3,1.4770315199110362,0.8712252974212047,200,20,1.5,0.01,l1,5096
RL-MADTSR,0,20,20,,0.0,200,20,1.5,0.01,l1,5096
Epidemic,1,10,140,1.4744071515234725,0.0,200,30,1.5,0.01,l1,5096
RandomWalk,1,7,8,1.3610411255940447,0.6148911947429107,200,30,1.5,0.01,l1,5096
Heuristic-MADTSR,1,2,3,0.9942223249537306,0.8712252974212047,200,30,1.5,0.01,l1,5096
RL-MADTSR,0,30,30,,0.0,200,30,1.5,0.01,l1,5096
Epidemic,1,10,140,1.4744071515234725,0.0,200,40,1.5,0.01,l1,5096
RandomWalk,1,20,21,1.0911556441388583,0.14345468195878017,200,40,1.5,0.01,l1,5096
Heuristic-MADTSR,1,2,3,0.9942223249537306,0.8712252974212047,200,40,1.5,0.01,l1,5096
RL-MADTSR,0,40,40,,0.0,200,40,1.5,0.01,l1,5096
